,Email,Class
3070,"['apart', 'from', 'the', 'one', 'i', 'told', 'you', 'about', 'yesterday?']",ham
2931,"['only', '2%', 'students', 'solved', 'this', 'cat', 'question', 'in', 'xam', '5+3+2=', '&lt;#&gt;', '9+2+4=', '&lt;#&gt;', '8+6+3=', '&lt;#&gt;', 'then', '7+2+5=?????', 'tell', 'me', 'the', 'answer', 'if', 'u', 'r', 'brilliant1thingi', 'got', 'd', 'answr']",ham
361,"['oh', 'ok', 'no', 'prob']",ham
5492,"['marvel', 'mobile', 'play', 'the', 'official', 'ultimate', 'spider-man', 'game', 'å£450', 'on', 'ur', 'mobile', 'right', 'now', 'text', 'spider', 'to', '83338', 'for', 'the', 'game', '&', 'we', 'll', 'send', 'u', 'a', 'free', '8ball', 'wallpaper']",spam
2950,"['hey', 'now', 'am', 'free', 'you', 'can', 'call', 'me']",ham
4459,"['this', 'is', 'wishing', 'you', 'a', 'great', 'day', 'moji', 'told', 'me', 'about', 'your', 'offer', 'and', 'as', 'always', 'i', 'was', 'speechless', 'you', 'offer', 'so', 'easily', 'to', 'go', 'to', 'great', 'lengths', 'on', 'my', 'behalf', 'and', 'its', 'stunning', 'my', 'exam', 'is', 'next', 'friday', 'after', 'that', 'i', 'will', 'keep', 'in', 'touch', 'more', 'sorry']",ham
2763,"['open', 'rebtel', 'with', 'firefox', 'when', 'it', 'loads', 'just', 'put', 'plus', 'sign', 'in', 'the', 'user', 'name', 'place', 'and', 'it', 'will', 'show', 'you', 'two', 'numbers', 'the', 'lower', 'number', 'is', 'my', 'number', 'once', 'you', 'pick', 'that', 'number', 'the', 'pin', 'will', 'display', 'okay!']",ham
2112,"['yeah', 'dont', 'go', 'to', 'bed', 'ill', 'be', 'back', 'before', 'midnight']",ham
827,"['hey', 'you', 'got', 'any', 'mail?']",ham
330,"['kkapo', 'kgood', 'movie']",ham
3427,"['\\hi', 'darlin', 'did', 'youphone', 'me?', 'im', 'athome', 'if', 'youwanna', 'chat\\']",ham
592,"['private!', 'your', '2003', 'account', 'statement', 'for', '07753741225', 'shows', '800', 'un-redeemed', 's', 'i', 'm', 'points', 'call', '08715203677', 'identifier', 'code', '42478', 'expires', '24/10/04']",spam
1710,"['i', 'got', 'your', 'back!', 'do', 'you', 'have', 'any', 'dislikes', 'in', 'bed?']",ham
3426,"['haha', 'okay', 'today', 'weekend', 'leh']",ham
4248,"['loosu', 'go', 'to', 'hospital', 'de', 'dont', 'let', 'it', 'careless']",ham
1216,"['you', 'have', '1', 'new', 'voicemail', 'please', 'call', '08719181513']",spam
3104,"['or', 'remind', 'me', 'in', 'a', 'few', 'hrs']",ham
1560,"['just', 'got', 'some', 'gas', 'money', 'any', 'chance', 'you', 'and', 'the', 'gang', 'want', 'to', 'go', 'on', 'a', 'grand', 'nature', 'adventure?']",ham
3650,"['want', 'to', 'send', 'me', 'a', 'virtual', 'hug?', 'i', 'need', 'one']",ham
3537,"['we', 'are', 'pleased', 'to', 'inform', 'that', 'your', 'application', 'for', 'airtel', 'broadband', 'is', 'processed', 'successfully', 'your', 'installation', 'will', 'happen', 'within', '3', 'days']",ham
1314,"['got', 'but', 'got', '2', 'colours', 'lor', 'one', 'colour', 'is', 'quite', 'light', 'n', 'e', 'other', 'is', 'darker', 'lor', 'actually', 'im', 'done', 'shes', 'styling', 'my', 'hair', 'now']",ham
3999,"['this', 'is', 'the', '2nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', 'å£400', 'prize', '2', 'claim', 'is', 'easy', 'just', 'call', '087104711148', 'now!', 'only', '10p', 'per', 'minute', 'bt-national-rate']",spam
933,"['what', 'time', 'you', 'think', 'youll', 'have', 'it?', 'need', 'to', 'know', 'when', 'i', 'should', 'be', 'near', 'campus']",ham
4988,"['so', 'your', 'telling', 'me', 'i', 'coulda', 'been', 'your', 'real', 'valentine', 'and', 'i', 'wasnt?', 'u', 'never', 'pick', 'me', 'for', 'nothing!!']",ham
1352,"['let', 'ur', 'heart', 'be', 'ur', 'compass', 'ur', 'mind', 'ur', 'map', 'ur', 'soul', 'ur', 'guide', 'and', 'u', 'will', 'never', 'loose', 'in', 'worldgnun', '-', 'sent', 'via', 'way2smscom']",ham
2075,"['trust', 'me', 'even', 'if', 'isnt', 'there', 'its', 'there']",ham
3470,"['heart', 'is', 'empty', 'without', 'love', 'mind', 'is', 'empty', 'without', 'wisdom', 'eyes', 'r', 'empty', 'without', 'dreams', '&amp;', 'life', 'is', 'empty', 'without', 'frnds', 'so', 'alwys', 'be', 'in', 'touch', 'good', 'night', '&amp;', 'sweet', 'dreams']",ham
3088,"['what', 'today-sundaysunday', 'is', 'holidayso', 'no', 'work']",ham
2946,"['leave', 'it', 'u', 'will', 'always', 'be', 'ignorant']",ham
67,"['urgent', 'ur', 'awarded', 'a', 'complimentary', 'trip', 'to', 'eurodisinc', 'trav', 'aco&entry41', 'or', 'å£1000', 'to', 'claim', 'txt', 'dis', 'to', '87121', '18+6*å£150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj']",spam
1386,"['all', 'e', 'best', '4', 'ur', 'exam', 'later']",ham
2241,"['nope', 'wif', 'my', 'sis', 'lor', 'aft', 'bathing', 'my', 'dog', 'then', 'i', 'can', 'bathe', 'looks', 'like', 'its', 'going', '2', 'rain', 'soon']",ham
4221,"['yo', 'you', 'around?', 'a', 'friend', 'of', 'mines', 'lookin', 'to', 'pick', 'up', 'later', 'tonight']",ham
2982,"['what', 'should', 'i', 'eat', 'fo', 'lunch', 'senor']",ham
3982,"['nationwide', 'auto', 'centre', 'or', 'something', 'like', 'that', 'on', 'newport', 'road', 'i', 'liked', 'them', 'there']",ham
1066,"['once', 'free', 'call', 'me', 'sir', 'i', 'am', 'waiting', 'for', 'you']",ham
2387,"['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', '\\kudi\\yarasu', 'dhina', 'vaazhthukkal']",ham
5252,"['you', 'do', 'your', 'studies', 'alone', 'without', 'anyones', 'help', 'if', 'you', 'cant', 'no', 'need', 'to', 'study']",ham
4371,"['ur', 'balance', 'is', 'now', 'å£600', 'next', 'question', 'complete', 'the', 'landmark', 'big', 'a', 'bob', 'b', 'barry', 'or', 'c', 'ben', '?', 'text', 'a', 'b', 'or', 'c', 'to', '83738', 'good', 'luck!']",spam
3078,"['*deep', 'sigh*', 'i', 'miss', 'you', '-', 'i', 'am', 'really', 'surprised', 'you', 'havent', 'gone', 'to', 'the', 'net', 'cafe', 'yet', 'to', 'get', 'to', 'me', 'dont', 'you', 'miss', 'me?']",ham
4646,"['god', 'created', 'gap', 'btwn', 'ur', 'fingers', 'so', 'dat', 'sum1', 'vry', 'special', 'will', 'fill', 'those', 'gaps', 'by', 'holding', 'ur', 'hands', 'now', 'plz', 'dont', 'ask', 'y', 'he', 'created', 'so', 'much', 'gap', 'between', 'legs', '!!!']",ham
4015,"['in', 'which', 'place', 'i', 'can', 'get', 'rooms', 'cheap-']",ham
338,"['sorry', 'ill', 'call', 'later']",ham
574,"['nope', 'i', 'waiting', 'in', 'sch', '4', 'daddy']",ham
1252,"['yeah', 'like', 'if', 'it', 'goes', 'like', 'it', 'did', 'with', 'my', 'friends', 'imma', 'flip', 'my', 'shit', 'in', 'like', 'half', 'an', 'hour']",ham
2696,"['can', 'you', 'use', 'foreign', 'stamps', 'for', 'whatever', 'you', 'send', 'them', 'off', 'for?']",ham
2649,"['do', 'you', 'like', 'shaking', 'your', 'booty', 'on', 'the', 'dance', 'floor?']",ham
4737,"['i', 'bought', 'the', 'test', 'yesterday', 'its', 'something', 'that', 'lets', 'you', 'know', 'the', 'exact', 'day', 'u', 'ovulatewhen', 'will', 'get', '2u', 'in', 'about', '2', 'to', '3wks', 'but', 'pls', 'pls', 'dont', 'fret', 'i', 'know', 'u', 'r', 'worried', 'pls', 'relax', 'also', 'is', 'there', 'anything', 'in', 'ur', 'past', 'history', 'u', 'need', 'to', 'tell', 'me?']",ham
1221,"['prakesh', 'is', 'there', 'know']",ham
440,"['yeshe', 'is', 'really', 'greatbhaji', 'told', 'kallis', 'best', 'cricketer', 'after', 'sachin', 'in', 'worldvery', 'tough', 'to', 'get', 'out']",ham
5074,"['this', 'is', 'the', '2nd', 'attempt', 'to', 'contract', 'u', 'you', 'have', 'won', 'this', 'weeks', 'top', 'prize', 'of', 'either', 'å£1000', 'cash', 'or', 'å£200', 'prize', 'just', 'call', '09066361921']",spam
3228,"['ur', 'cash-balance', 'is', 'currently', '500', 'pounds', '-', 'to', 'maximize', 'ur', 'cash-in', 'now', 'send', 'collect', 'to', '83600', 'only', '150p/msg', 'cc', '08718720201', 'po', 'box', '114/14', 'tcr/w1']",spam
459,"['going', 'thru', 'a', 'very', 'different', 'feelingwavering', 'decisions', 'and', 'coping', 'up', 'with', 'the', 'same', 'is', 'the', 'same', 'individualtime', 'will', 'heal', 'everything', 'i', 'believe']",ham
5124,"['he', 'is', 'impossible', 'to', 'argue', 'with', 'and', 'he', 'always', 'treats', 'me', 'like', 'his', 'sub', 'like', 'he', 'never', 'released', 'me', 'which', 'he', 'did', 'and', 'i', 'will', 'remind', 'him', 'of', 'that', 'if', 'necessary']",ham
2049,"['hi', 'where', 'you', 'you', 'in', 'home', 'or', 'calicut?']",ham
2267,"['88066', 'from', '88066', 'lost', '3pound', 'help']",spam
1711,"['o', 'turns', 'out', 'i', 'had', 'stereo', 'love', 'on', 'mi', 'phone', 'under', 'the', 'unknown', 'album']",ham
5402,"['hi', 'babe', 'its', 'me', 'thanks', 'for', 'coming', 'even', 'though', 'it', 'didnt', 'go', 'that', 'well!i', 'just', 'wanted', 'my', 'bed!', 'hope', 'to', 'see', 'you', 'soon', 'love', 'and', 'kisses', 'xxx']",ham
1983,"['urgent!', 'please', 'call', '09061743810', 'from', 'landline', 'your', 'abta', 'complimentary', '4*', 'tenerife', 'holiday', 'or', '#5000', 'cash', 'await', 'collection', 'sae', 't&cs', 'box', '326', 'cw25wx', '150', 'ppm']",spam
2572,"['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'yours', 'call', '09063458130', 'now!', 'videochat', 'wid', 'ur', 'mates', 'play', 'java', 'games', 'dload', 'polyph', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150p']",spam
4366,"['i', 'like', 'dis', 'sweater', 'fr', 'mango', 'but', 'no', 'more', 'my', 'size', 'already', 'so', 'irritating']",ham
329,"['im', 'reading', 'the', 'text', 'i', 'just', 'sent', 'you', 'its', 'meant', 'to', 'be', 'a', 'joke', 'so', 'read', 'it', 'in', 'that', 'light']",ham
2579,"['u', 'are', 'subscribed', 'to', 'the', 'best', 'mobile', 'content', 'service', 'in', 'the', 'uk', 'for', 'å£3', 'per', 'ten', 'days', 'until', 'you', 'send', 'stop', 'to', '83435', 'helpline', '08706091795']",spam
5340,"['are', 'u', 'awake?', 'is', 'there', 'snow', 'there?']",ham
4700,"['i', 'liked', 'the', 'new', 'mobile']",ham
2371,"['watching', 'tv', 'lor', 'y', 'she', 'so', 'funny', 'we', 'bluff', 'her', '4', 'wat', 'izzit', 'because', 'she', 'thk', 'its', 'impossible', 'between', 'us?']",ham
2242,"['boo', 'im', 'on', 'my', 'way', 'to', 'my', 'moms', 'shes', 'making', 'tortilla', 'soup', 'yummmm']",ham
5542,"['armand', 'says', 'get', 'your', 'ass', 'over', 'to', 'epsilon']",ham
3653,"['why', 'i', 'come', 'in', 'between', 'you', 'people']",ham
2580,"['yup', 'im', 'elaborating', 'on', 'the', 'safety', 'aspects', 'and', 'some', 'other', 'issues']",ham
1790,"['u', 'havenåõt', 'lost', 'me', 'ill', 'always', 'b', 'here', '4ui', 'didnåõt', 'intend', '2', 'hurt', 'u', 'but', 'i', 'never', 'knew', 'how', 'u', 'felt', 'about', 'me', 'when', 'iwas+marine&thatåõs', 'what', 'itried2tell', 'urmomi', 'careabout', 'u']",ham
1236,"['how', 'much', 'are', 'we', 'getting?']",ham
1832,"['when', 'should', 'i', 'come', 'over?']",ham
2703,"['freemsg', 'fancy', 'a', 'flirt?', 'reply', 'date', 'now', '&', 'join', 'the', 'uks', 'fastest', 'growing', 'mobile', 'dating', 'service', 'msgs', 'rcvd', 'just', '25p', 'to', 'optout', 'txt', 'stop', 'to', '83021', 'reply', 'date', 'now!']",spam
4743,"['\\thinking', 'of', 'u', ';', 'x\\']",ham
1781,"['my', 'uncles', 'in', 'atlanta', 'wish', 'you', 'guys', 'a', 'great', 'semester']",ham
1946,"['the', 'battery', 'is', 'for', 'mr', 'adewale', 'my', 'uncle', 'aka', 'egbon']",ham
3871,"['i', 'am', 'joining', 'today', 'formallypls', 'keep', 'prayingwill', 'talk', 'later']",ham
944,"['i', 'sent', 'my', 'scores', 'to', 'sophas', 'and', 'i', 'had', 'to', 'do', 'secondary', 'application', 'for', 'a', 'few', 'schools', 'i', 'think', 'if', 'you', 'are', 'thinking', 'of', 'applying', 'do', 'a', 'research', 'on', 'cost', 'also', 'contact', 'joke', 'ogunrinde', 'her', 'school', 'is', 'one', 'me', 'the', 'less', 'expensive', 'ones']",ham
4969,"['we', 'are', 'supposed', 'to', 'meet', 'to', 'discuss', 'abt', 'our', 'trip', 'thought', 'xuhui', 'told', 'you?', 'in', 'the', 'afternoon', 'thought', 'we', 'can', 'go', 'for', 'lesson', 'after', 'that']",ham
4283,"['yes', 'i', 'come', 'to', 'nyc', 'for', 'audiitions', 'and', 'am', 'trying', 'to', 'relocate']",ham
147,"['ummmawill', 'call', 'after', 'check', 'inour', 'life', 'will', 'begin', 'from', 'qatar', 'so', 'pls', 'pray', 'very', 'hard']",ham
4310,"['it', 'so', 'happens', 'that', 'there', 'r', '2waxsto', 'do', 'wat', 'you', 'want', 'she', 'can', 'come', 'and', 'ill', 'get', 'her', 'medical', 'insurance', 'and', 'shell', 'be', 'able', 'to', 'deliver', 'and', 'have', 'basic', 'care', 'im', 'currently', 'shopping', 'for', 'the', 'right', 'medical', 'insurance', 'for', 'her', 'so', 'just', 'give', 'me', 'til', 'friday', 'morning', 'thats', 'when', 'ill', 'see', 'the', 'major', 'person', 'that', 'can', 'guide', 'me', 'to', 'the', 'right', 'insurance']",ham
5035,"['you', 'wont', 'believe', 'it', 'but', 'its', 'true', 'its', 'incredible', 'txts!', 'reply', 'g', 'now', 'to', 'learn', 'truly', 'amazing', 'things', 'that', 'will', 'blow', 'your', 'mind', 'from', 'o2fwd', 'only', '18p/txt']",spam
5462,"['txt', 'call', 'to', 'no', '86888', '&', 'claim', 'your', 'reward', 'of', '3', 'hours', 'talk', 'time', 'to', 'use', 'from', 'your', 'phone', 'now!', 'subscribe6gbp/mnth', 'inc', '3hrs', '16', 'stop?txtstop', 'wwwgambtv']",spam
881,"['see', 'i', 'knew', 'giving', 'you', 'a', 'break', 'a', 'few', 'times', 'woul', 'lead', 'to', 'you', 'always', 'wanting', 'to', 'miss', 'curfew', 'i', 'was', 'gonna', 'gibe', 'you', 'til', 'one', 'but', 'a', 'midnight', 'movie', 'is', 'not', 'gonna', 'get', 'out', 'til', 'after', '2', 'you', 'need', 'to', 'come', 'home', 'you', 'need', 'to', 'getsleep', 'and', 'if', 'anything', 'you', 'need', 'to', 'b', 'studdying', 'ear', 'training']",ham
2167,"['thx', 'all', 'will', 'be', 'well', 'in', 'a', 'few', 'months']",ham
1555,"['ok', 'i', 'found', 'dis', 'pierre', 'cardin', 'one', 'which', 'looks', 'normal', 'costs', '20', 'its', 'on', 'sale']",ham
1344,"['were', 'somewhere', 'on', 'fredericksburg']",ham
4062,"['how', 'are', 'you', 'its', 'been', 'ages', 'hows', 'abj']",ham
1250,"['ummmmmaah', 'many', 'many', 'happy', 'returns', 'of', 'd', 'day', 'my', 'dear', 'sweet', 'heart', 'happy', 'birthday', 'dear']",ham
3933,"['how', 'come', 'guoyang', 'go', 'n', 'tell', 'her?', 'then', 'u', 'told', 'her?']",ham
807,"['boooo', 'you', 'always', 'work', 'just', 'quit']",ham
810,"['ssnervous', '&lt;#&gt;']",ham
952,"['beautiful', 'truth', 'against', 'gravity', 'read', 'carefully', '\\our', 'heart', 'feels', 'light', 'when', 'someone', 'is', 'in', 'it', 'but', 'it', 'feels', 'very', 'heavy', 'when', 'someone', 'leaves', 'it\\', 'good', 'night']",ham
4302,"['yup', 'im', 'free']",ham
2544,"['so', 'are', 'you', 'guys', 'asking', 'that', 'i', 'get', 'that', 'slippers', 'again', 'or', 'its', 'gone', 'with', 'last', 'year']",ham
505,"['no', 'its', 'waiting', 'in', 'e', 'car', 'dats', 'bored', 'wat', 'cos', 'wait', 'outside', 'got', 'nothing', '2', 'do', 'at', 'home', 'can', 'do', 'my', 'stuff', 'or', 'watch', 'tv', 'wat']",ham
1389,"['haha', 'where', 'got', 'so', 'fast', 'lose', 'weight', 'thk', 'muz', 'go', '4', 'a', 'month', 'den', 'got', 'effect', 'geelater', 'we', 'go', 'aust', 'put', 'bk', 'e', 'weight']",ham
795,"['its', 'really', 'getting', 'me', 'down', 'just', 'hanging', 'around']",ham
1107,"['from', 'someone', 'not', 'to', 'smoke', 'when', 'every', 'time', 'ive', 'smoked', 'in', 'the', 'last', 'two', 'weeks', 'is', 'because', 'of', 'you', 'calling', 'or', 'texting', 'me', 'that', 'you', 'wanted', 'to', 'smoke']",ham
4592,"['its', 'ok', 'i', 'wun', 'b', 'angry', 'msg', 'u', 'aft', 'i', 'come', 'home', 'tonight']",ham
1306,"['enjoy', 'the', 'jamster', 'videosound', 'gold', 'club', 'with', 'your', 'credits', 'for', '2', 'new', 'videosounds+2', 'logos+musicnews!', 'get', 'more', 'fun', 'from', 'jamstercouk!', '16+only', 'help?', 'call', '09701213186']",spam
3218,"['me', 'too', 'baby!', 'i', 'promise', 'to', 'treat', 'you', 'well!', 'i', 'bet', 'you', 'will', 'take', 'good', 'care', 'of', 'me']",ham
303,"['he', 'is', 'a', 'womdarfull', 'actor']",ham
395,"['from', 'here', 'after', 'the', 'performance', 'award', 'is', 'calculated', 'every', 'two', 'monthnot', 'for', 'current', 'one', 'month', 'period']",ham
2675,"['*', 'am', 'on', 'a', 'train', 'back', 'from', 'northampton', 'so', 'im', 'afraid', 'not!']",ham
3484,"['no-i', 'got', 'rumour', 'that', 'you', 'going', 'to', 'buy', 'apartment', 'in', 'chennai-']",ham
4584,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', '2', 'make', 'contact', 'with', 'u-find', 'out', 'who', 'they', 'r*reveal', 'who', 'thinks', 'ur', 'so', 'special-call', 'on', '09065171142-stopsms-08718727870150ppm']",spam
5075,"['well', 'im', 'glad', 'you', 'didnt', 'find', 'it', 'totally', 'disagreeable', 'lol']",ham
4424,"['just', 'now', 'saw', 'your', 'messageit', 'k', 'da']",ham
4612,"['how', 'much', 'you', 'got', 'for', 'cleaning']",ham
1015,"['dearregret', 'i', 'cudnt', 'pick', 'calldrove', 'down', 'frm', 'ctla', 'now', 'at', 'cochin', 'homeleft', 'mobile', 'in', 'carente', 'style', 'ishtamayoo?happy', 'bakrid!']",ham
1095,"['ryder', 'unsoldnow', 'gibbs']",ham
1121,"['do', 'you', 'want', '750', 'anytime', 'any', 'network', 'mins', '150', 'text', 'and', 'a', 'new', 'video', 'phone', 'for', 'only', 'five', 'pounds', 'per', 'week', 'call', '08000776320', 'now', 'or', 'reply', 'for', 'delivery', 'tomorrow']",spam
3403,"['then', 'ì_', 'ask', 'dad', 'to', 'pick', 'ì_', 'up', 'lar', 'ìï', 'wan', '2', 'stay', 'until', '6', 'meh']",ham
4533,"['i', 'have', 'no', 'money', '4', 'steve', 'mate!', '!']",ham
2563,"['under', 'the', 'sea', 'there', 'lays', 'a', 'rock', 'in', 'the', 'rock', 'there', 'is', 'an', 'envelope', 'in', 'the', 'envelope', 'there', 'is', 'a', 'paper', 'on', 'the', 'paper', 'there', 'are', '3', 'words']",ham
4434,"['dont', 'b', 'floppy', 'b', 'snappy', '&', 'happy!', 'only', 'gay', 'chat', 'service', 'with', 'photo', 'upload', 'call', '08718730666', '10p/min', '2', 'stop', 'our', 'texts', 'call', '08712460324']",spam
1465,"['you', '07801543489', 'are', 'guaranteed', 'the', 'latests', 'nokia', 'phone', 'a', '40gb', 'ipod', 'mp3', 'player', 'or', 'a', 'å£500', 'prize!', 'txt', 'wordcollect', 'to', 'no83355!', 'tc-llc', 'ny-usa', '150p/mt', 'msgrcvd18+']",spam
3895,"['tells', 'u', '2', 'call', '09066358152', 'to', 'claim', 'å£5000', 'prize', 'u', 'have', '2', 'enter', 'all', 'ur', 'mobile', '&', 'personal', 'details', '@', 'the', 'prompts', 'careful!']",spam
3718,"['thanks', 'for', 'your', 'ringtone', 'order', 'reference', 'number', 'x49', 'your', 'mobile', 'will', 'be', 'charged', '450', 'should', 'your', 'tone', 'not', 'arrive', 'please', 'call', 'customer', 'services', '09065989182', 'from', '[colour=red]text[/colour]txtstar']",spam
5496,"['yes', 'i', 'trust', 'u', 'to', 'buy', 'new', 'stuff', 'asap', 'so', 'i', 'can', 'try', 'it', 'out']",ham
3549,"['dad', 'wanted', 'to', 'talk', 'about', 'the', 'apartment', 'so', 'i', 'got', 'a', 'late', 'start', 'omw', 'now']",ham
3536,"['mmmmm', 'it', 'was', 'sooooo', 'good', 'to', 'wake', 'to', 'your', 'words', 'this', 'morning', 'my', 'love!!', 'mmmm', 'fuck', 'i', 'love', 'you', 'too', 'my', 'lion', '*devouring', 'kiss', 'from', 'across', 'the', 'sea*']",ham
2816,"['gr8', 'poly', 'tones', '4', 'all', 'mobs', 'direct', '2u', 'rply', 'with', 'poly', 'title', 'to', '8007', 'eg', 'poly', 'breathe1', 'titles', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getzedcouk', 'pobox365o4w45wq', '300p']",spam
3072,"['somebody', 'should', 'go', 'to', 'andros', 'and', 'steal', 'ice']",ham
3238,"['am', 'okay', 'will', 'soon', 'be', 'over', 'all', 'the', 'best']",ham
1424,"['yes', 'now', 'only', 'saw', 'your', 'message']",ham
4607,"['we', 'live', 'in', 'the', 'next', '&lt;#&gt;', 'mins']",ham
4619,"['this', 'is', 'a', 'long', 'fuckin', 'showr']",ham
2975,"['i', 'love', 'u', '2', 'my', 'little', 'pocy', 'bell', 'i', 'am', 'sorry', 'but', 'i', 'love', 'u']",ham
2823,"['no', 'need', 'to', 'buy', 'lunch', 'for', 'me', 'i', 'eat', 'maggi', 'mee']",ham
2335,"['\\aww', 'you', 'must', 'be', 'nearly', 'dead!well', 'jez', 'iscoming', 'over', 'todo', 'some', 'workand', 'that', 'whilltake', 'forever!\\']",ham
5296,"['are', 'u', 'coming', 'to', 'the', 'funeral', 'home']",ham
742,"['just', 'got', 'up', 'have', 'to', 'be', 'out', 'of', 'the', 'room', 'very', 'soon', '‰û_', 'i', 'hadnt', 'put', 'the', 'clocks', 'back', 'til', 'at', '8', 'i', 'shouted', 'at', 'everyone', 'to', 'get', 'up', 'and', 'then', 'realised', 'it', 'was', '7', 'wahay', 'another', 'hour', 'in', 'bed']",ham
179,"['hi!', 'you', 'just', 'spoke', 'to', 'maneesha', 'v', 'wed', 'like', 'to', 'know', 'if', 'you', 'were', 'satisfied', 'with', 'the', 'experience', 'reply', 'toll', 'free', 'with', 'yes', 'or', 'no']",ham
2451,"['okay', 'ive', 'seen', 'it', 'so', 'i', 'should', 'pick', 'it', 'on', 'friday?']",ham
3335,"['then', 'u', 'go', 'back', 'urself', 'lor']",ham
2458,"['nope', 'meanwhile', 'she', 'talk', 'say', 'make', 'i', 'greet', 'you']",ham
2109,"['do', 'we', 'have', 'any', 'spare', 'power', 'supplies']",ham
1382,"['its', 'ok', 'my', 'arm', 'is', 'feeling', 'weak', 'cuz', 'i', 'got', 'a', 'shot', 'so', 'we', 'can', 'go', 'another', 'time']",ham
706,"['so', 'when', 'do', 'you', 'wanna', 'gym', 'harri']",ham
5265,"['gud', 'ni8swt', 'drmstake', 'care']",ham
1581,"['hhahhaahahah', 'rofl', 'wtf', 'nig', 'was', 'leonardo', 'in', 'your', 'room', 'or', 'something']",ham
4684,"['alright', 'well', 'bring', 'it', 'to', 'you', 'see', 'you', 'in', 'like', '&lt;#&gt;', 'mins']",ham
3288,"['camera', '-', 'you', 'are', 'awarded', 'a', 'sipix', 'digital', 'camera!', 'call', '09061221066', 'fromm', 'landline', 'delivery', 'within', '28', 'days']",spam
41,"['did', 'i', 'forget', 'to', 'tell', 'you', '?', 'i', 'want', 'you', 'i', 'need', 'you', 'i', 'crave', 'you', 'but', 'most', 'of', 'all', 'i', 'love', 'you', 'my', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']",ham
1322,"['oh', 'just', 'getting', 'even', 'with', 'u', 'u?']",ham
2394,"['babe', 'im', 'back', 'come', 'back', 'to', 'me']",ham
4950,"['hi', 'baby', 'im', 'sat', 'on', 'the', 'bloody', 'bus', 'at', 'the', 'mo', 'and', 'i', 'wont', 'be', 'home', 'until', 'about', '730', 'wanna', 'do', 'somethin', 'later?', 'call', 'me', 'later', 'ortxt', 'back', 'jess', 'xx']",ham
83,"['you', 'will', 'be', 'in', 'the', 'place', 'of', 'that', 'man']",ham
2893,"['kkyesterday', 'i', 'was', 'in', 'cbe']",ham
2090,"['then', 'get', 'some', 'cash', 'together', 'and', 'ill', 'text', 'jason']",ham
2002,"['ssindia', 'going', 'to', 'draw', 'the', 'series', 'after', 'many', 'years', 'in', 'south', 'african', 'soil']",ham
5478,"['no', 'probably', '&lt;#&gt;', '%']",ham
924,"['actually', 'i', 'deleted', 'my', 'old', 'websitenow', 'i', 'm', 'blogging', 'at', 'magicalsongsblogspotcom']",ham
4925,"['oh', 'yes', 'why', 'is', 'it', 'like', 'torture', 'watching', 'england?']",ham
1625,"['dear', 'how', 'you', 'are', 'you', 'ok?']",ham
5130,"['any', 'way', 'where', 'are', 'you', 'and', 'what', 'doing']",ham
5059,"['i', 'think', 'i', 'am', 'disturbing', 'her', 'da']",ham
815,"['wheres', 'my', 'boytoy?', 'i', 'miss', 'you', 'what', 'happened?']",ham
1582,"['yep', 'at', 'dereks', 'house', 'now', 'see', 'you', 'sunday', '&lt;3']",ham
1950,"['haha', 'really', 'oh', 'no', 'how?', 'then', 'will', 'they', 'deduct', 'your', 'lesson', 'tmr?']",ham
5236,"['your', 'opinion', 'about', 'me?', '1', 'over', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'not', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",ham
2265,"['<forwarded', 'from', '88877>free', 'entry', 'into', 'our', 'å£250', 'weekly', 'comp', 'just', 'send', 'the', 'word', 'enter', 'to', '88877', 'now', '18', 't&c', 'wwwtextcompcom']",spam
2070,"['good', 'night', 'my', 'dear', 'sleepwell&amp;take', 'care']",ham
918,"['hey', 'you', 'gave', 'them', 'your', 'photo', 'when', 'you', 'registered', 'for', 'driving', 'ah?', 'tmr', 'wanna', 'meet', 'at', 'yck?']",ham
3074,"['take', 'us', 'out', 'shopping', 'and', 'mark', 'will', 'distract', 'isaiah=d']",ham
993,"['the', 'xmas', 'story', 'is', 'peace', 'the', 'xmas', 'msg', 'is', 'love', 'the', 'xmas', 'miracle', 'is', 'jesus', 'hav', 'a', 'blessed', 'month', 'ahead', '&amp;', 'wish', 'u', 'merry', 'xmas']",ham
3469,"['aathiwhere', 'are', 'you', 'dear']",ham
1395,"['thats', 'cool!', 'i', 'am', 'a', 'gentleman', 'and', 'will', 'treat', 'you', 'with', 'dignity', 'and', 'respect']",ham
3486,"['change', 'windows', 'logoff', 'sound']",ham
3686,"['great!', 'i', 'shoot', 'big', 'loads', 'so', 'get', 'ready!']",ham
